"proj_id","title","budget","started_on","ends_on","summary","res_id","prog_id","exec_id","org_id"
90,Study on Chamistry,983655.9,2020-12-18,2024-03-06,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",449,140,41,76
91,Enquiry on Physics,121016.27,2022-02-03,2023-07-13,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,7,129,91,14
92,Study on Chamistry,255456.2,2019-01-24,2022-10-06,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",346,187,62,22
93,Experiment on Mechanical Engineering,185181.45,2020-07-28,2024-06-12,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",52,90,8,60
94,Study on Computer Science,864487.56,2022-06-01,2025-03-18,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",933,178,16,83
95,Research on the field of Chamistry,855436.0,2022-05-07,2023-07-21,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",747,163,18,87
96,Study on Mechanical Engineering,858589.56,2020-08-13,2024-06-27,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",825,151,59,16
97,Enquiry on Electrical Engineering,707113.94,2022-01-12,2024-02-24,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,462,267,31,19
98,Study on Quantum Mechanics,287381.66,2019-01-29,2021-03-12,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",704,286,21,26
99,Research on the field of Electrical Engineering,144658.95,2022-03-15,2024-01-16,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",651,34,20,45
100,Study on Chamistry,791309.0,2020-05-09,2022-11-17,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,522,30,3,36
101,Research on the field of Chamistry,645045.4,2021-11-25,2024-03-13,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,550,274,68,35
102,Enquiry on Electrical Engineering,279658.34,2022-03-28,2024-08-18,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",636,46,6,35
103,Research on the field of Quantum Mechanics,952290.4,2021-08-30,2024-09-19,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",472,1,24,35
104,Experiment on Mechanical Engineering,764469.3,2019-10-13,2021-01-31,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",683,238,33,67
105,Enquiry on Chamistry,944990.56,2020-05-28,2021-06-04,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",205,273,44,15
106,Experiment on Mechanical Engineering,197321.06,2021-07-04,2025-03-24,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",641,22,57,38
107,Study on Computer Science,855445.5,2022-02-20,2024-02-20,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",299,218,17,47
108,Research on the field of Physics,386817.28,2020-01-27,2022-03-24,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",869,107,20,89
109,Experiment on Electrical Engineering,295972.5,2020-04-02,2021-12-07,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",876,40,89,18
110,Experiment on Electrical Engineering,550157.8,2021-01-29,2024-08-21,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",682,150,66,10
111,Enquiry on Chamistry,296820.84,2021-09-20,2024-04-14,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",98,261,1,79
112,Research on the field of Computer Science,320885.0,2021-08-01,2022-09-01,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",261,168,80,44
113,Study on Quantum Mechanics,404290.0,2019-12-16,2023-09-04,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",926,294,32,29
114,Study on Electrical Engineering,862902.1,2022-05-22,2023-08-11,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,416,298,77,39
115,Experiment on Electrical Engineering,742205.75,2019-06-08,2023-05-03,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",338,220,3,3
116,Enquiry on Electrical Engineering,608021.3,2019-04-07,2023-03-04,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",769,29,60,5
117,Study on Computer Science,530631.1,2019-08-30,2022-06-22,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",465,32,36,21
118,Enquiry on Quantum Mechanics,403108.5,2019-04-25,2020-11-07,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",337,176,29,24
119,Experiment on Chamistry,794396.8,2019-05-04,2020-10-27,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",603,237,53,8
120,Research on the field of Electrical Engineering,586813.7,2020-06-18,2021-12-26,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",388,61,95,7
121,Experiment on Quantum Mechanics,968551.94,2021-11-19,2025-09-08,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",939,271,15,86
122,Enquiry on Computer Science,624631.56,2021-01-28,2023-06-05,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",160,27,63,78
123,Research on the field of Computer Science,287353.2,2020-06-30,2023-01-07,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",488,109,88,41
124,Research on the field of Chamistry,561215.44,2021-03-31,2023-07-31,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",22,25,37,40
125,Study on Quantum Mechanics,842962.4,2019-11-01,2021-02-28,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",111,184,13,52
126,Study on Physics,252747.94,2019-11-17,2023-05-13,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",398,199,65,50
127,Experiment on Mechanical Engineering,283665.2,2022-05-19,2023-10-14,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",108,137,94,53
128,Experiment on Chamistry,741846.9,2021-06-30,2024-12-07,Fusce consequat. Nulla nisl. Nunc nisl.,138,80,59,55
129,Study on Chamistry,609099.9,2021-09-21,2024-07-28,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",69,127,51,59
130,Enquiry on Mechanical Engineering,197455.06,2021-05-24,2025-01-26,In congue. Etiam justo. Etiam pretium iaculis justo.,434,208,45,9
131,Study on Chamistry,907079.2,2021-11-21,2024-03-27,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",455,98,62,85
132,Study on Computer Science,137419.94,2020-01-05,2022-06-17,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",614,76,10,27
133,Research on the field of Electrical Engineering,308550.1,2020-04-18,2021-09-08,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",473,181,35,84
134,Study on Electrical Engineering,603878.75,2018-11-22,2019-11-30,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",17,147,69,66
135,Study on Mechanical Engineering,243897.89,2020-01-15,2022-07-17,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",250,204,25,72
136,Experiment on Chamistry,723658.94,2020-05-16,2023-03-19,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",278,133,67,76
137,Experiment on Quantum Mechanics,590935.6,2018-11-05,2021-12-28,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",105,226,83,32
138,Research on the field of Quantum Mechanics,741625.6,2021-10-19,2023-02-15,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",352,136,7,63
139,Enquiry on Chamistry,466667.66,2021-06-06,2024-10-24,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",910,78,5,1
140,Research on the field of Physics,228394.28,2019-02-12,2020-02-26,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,966,215,54,62
141,Study on Quantum Mechanics,801518.7,2020-10-31,2022-01-13,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,513,209,96,74
142,Enquiry on Chamistry,291350.88,2020-09-27,2023-05-06,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",185,105,55,58
143,Research on the field of Chamistry,930247.94,2018-11-23,2020-02-05,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,813,26,90,25
144,Study on Physics,475985.5,2021-05-03,2025-01-25,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",433,200,74,14
145,Study on Computer Science,197998.6,2019-05-02,2020-12-22,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",577,125,91,31
146,Experiment on Computer Science,384712.53,2021-12-27,2024-05-11,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",696,256,49,75
147,Enquiry on Computer Science,157743.0,2018-11-16,2019-12-26,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,68,290,92,17
148,Enquiry on Computer Science,291683.25,2020-12-13,2024-07-21,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",932,68,75,34
149,Research on the field of Mechanical Engineering,645828.94,2020-05-09,2023-12-17,Phasellus in felis. Donec semper sapien a libero. Nam dui.,568,202,47,12
150,Research on the field of Chamistry,123461.47,2020-05-02,2021-07-28,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",765,226,23,23
151,Study on Physics,767494.06,2020-12-07,2023-02-20,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",126,92,30,48
152,Study on Electrical Engineering,193867.56,2020-02-18,2022-04-18,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",360,205,42,61
153,Experiment on Quantum Mechanics,257093.45,2019-06-07,2020-11-20,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",824,246,100,80
154,Enquiry on Chamistry,282125.22,2021-07-29,2024-03-16,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",497,252,64,28
155,Study on Electrical Engineering,505031.44,2022-03-07,2023-06-16,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",667,12,48,46
156,Enquiry on Electrical Engineering,910701.5,2019-03-23,2022-05-26,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",754,285,43,56
157,Study on Electrical Engineering,920333.75,2019-10-25,2021-08-16,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",36,85,97,42
158,Enquiry on Computer Science,653710.06,2018-09-25,2020-08-20,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,834,196,86,30
159,Experiment on Computer Science,209053.88,2020-12-16,2023-05-09,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",55,171,99,88
160,Enquiry on Computer Science,129814.06,2022-05-30,2024-06-20,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",551,43,71,73
161,Study on Computer Science,846487.25,2021-01-05,2022-07-16,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",978,124,98,13
162,Study on Quantum Mechanics,266187.38,2021-06-10,2023-12-12,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",797,35,46,14
163,Research on the field of Chamistry,872533.0,2020-08-06,2022-12-27,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",750,295,8,14
164,Experiment on Electrical Engineering,612201.6,2020-12-18,2022-07-26,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",422,275,12,14
165,Enquiry on Electrical Engineering,304543.22,2021-08-01,2024-12-14,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",271,164,81,14
166,Study on Computer Science,336438.78,2018-10-06,2022-03-04,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,336,60,76,14
167,Enquiry on Mechanical Engineering,236726.97,2021-09-11,2023-07-04,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",821,157,18,14
168,Experiment on Computer Science,818627.3,2018-10-04,2022-02-25,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,439,189,50,14
169,Experiment on Chamistry,170026.45,2021-09-20,2024-02-06,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",764,4,58,14
170,Experiment on Chamistry,144129.14,2020-01-22,2022-10-26,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",244,5,72,14
171,Research on the field of Physics,129251.8,2020-08-18,2024-04-21,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,519,128,85,14
172,Enquiry on Chamistry,656396.8,2018-12-25,2021-03-04,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,189,99,84,14
173,Experiment on Electrical Engineering,109849.39,2021-03-10,2024-01-17,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",490,169,70,14
174,Experiment on Computer Science,414636.88,2022-04-14,2023-09-22,Phasellus in felis. Donec semper sapien a libero. Nam dui.,854,278,34,14
175,Experiment on Mechanical Engineering,879310.75,2020-07-26,2024-02-14,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",885,284,41,14
176,Experiment on Computer Science,354227.88,2019-03-18,2020-06-21,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",692,166,56,14
177,Study on Mechanical Engineering,853806.75,2022-03-21,2023-07-08,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",549,260,2,14
178,Research on the field of Electrical Engineering,238971.98,2020-09-01,2024-03-27,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",837,77,14,14
179,Study on Electrical Engineering,217661.6,2021-08-16,2023-06-22,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,375,54,78,14
180,Experiment on Electrical Engineering,445855.53,2020-07-07,2023-07-21,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",466,11,38,14
181,Enquiry on Computer Science,239814.94,2019-02-19,2021-02-24,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",156,230,87,14
